"corr","resi"
0.23301156700156,1.87075806402089
0.0358259592985804,0.246676859346185
0.355212322397638,3.55539106632064
0.281458108479358,-2.83928463833827
0.0248915163997242,2.00390817582213
0.0790258152430445,4.96878292380107
0.154196968174205,-1.20052711365242
-0.114613929804937,-0.299707778810942
0.315552992668219,-0.631106048790649
0.103648768143897,-2.392154472991
0.0428825883921492,-0.575133938437789
-0.143139641831015,-1.55292375166749
0.114150674679883,-3.3656372858236
0.11083895676882,6.00897814979686
-0.0216214119121781,0.565329146604231
0.644574622196481,-4.10413697552443
0.161210597194722,-3.01338318304516
0.038142719925931,-2.90381712507922
0.236611031361945,1.82557366371501
0.156621447328489,1.76065888360071
0.424192495843487,0.12560247092836
0.14071760224738,2.07189099199112
0.420381887722646,3.50195040996991
0.266850280953852,-2.8699143236496
0.0796364171366599,-1.79832344919707
-0.0809035205686191,2.10748096419409
0.246197621262852,3.89498379814289
-0.267380915516142,-2.58129435519527
0.104365866886471,3.86942560493985
0.17131174189042,-1.38333190468147
0.232245377224716,-3.06366233118985
0.166334003559179,8.29149013714843
-0.192317384316739,-2.35807416820998
0.174185371786704,3.76138000623617
0.178657216953788,0.69420211755382
0.445087757631781,5.70338523528803
0.178294947520431,-0.68418683435809
NA,-1.04457647058824
0.30033310315575,1.36679355325111
0.176786839969244,0.582008465604966
0.271829107261186,-1.67405323446212
0.279209164194669,2.75503875360666
-0.0587226378708691,-1.01194539321706
-0.128997075690491,0.28273748701079
0.19352674895074,1.56605163236977
0.197321155577694,2.48917405396402
0.427377322805167,2.75657398371161
-0.0267472924173381,2.51835954709839
-0.449932907483015,-1.9742995491214
0.093930907964551,2.3909331025919
0.114342919754301,3.74995202950313
0.480260064703094,2.10006024065464
-0.0592935037579099,-3.88029761002965
0.119536753735543,0.0572320248199707
-0.151518076541165,3.30057398879379
-0.0753115104261554,-0.753789743036072
0.431381309566244,0.614959308364127
-0.0587522966648136,-0.844414372173272
0.0180667223001579,-1.79962329603888
0.15584858720341,1.58801628016759
0.106505484834468,0.436952128100939
-0.0852717553882572,3.77916744221704
0.534621188980118,1.80594366773521
0.235771792329553,-0.855014448599883
0.289169904153054,-3.11111135446215
0.229382835057882,-0.791311965708519
0.162054729151866,-3.94506250586732
-0.316869147704666,0.318971662210107
0.0681445191507959,3.24455564692565
0.249654889884676,4.66189518208451
0.0739520091142075,-1.99377677328225
0.377905602898956,-1.83156181338355
NA,-4.46578431372549
0.26873843343251,-0.314673069715838
-0.0619565045370329,-5.1592894152145
0.237586518157839,-1.65068857355474
-0.0707042341111623,-2.4563778926646
0.214972219424188,0.887064945669593
0.212986419349848,0.81062354776523
NA,-1.01510588235296
-0.169125715464513,-3.28279201021667
0.116838370617853,-3.05323667422136
0.0375327639837195,1.9442803252408
0.205188991097438,3.67803371458922
0.107457097245267,-0.623063840625509
0.0230298387928586,2.02894523065133
0.411730440960579,-6.37943364970447
0.143823277398521,-1.03072304127509
0.250385800571478,3.87974134211422
0.141043320272407,-3.09098192122884
-0.218285987838459,0.654784447426884
0.302236928325195,-7.23721109890445
0.175110510720117,-3.33993456258693
0.151023685399494,3.64729223448502
0.497641906451897,-0.183398987756462
0.0077806882953732,1.38811185894216
0.0710836077065534,-2.47315876742685
0.312361172183169,-4.18671690167306
0.188376847968248,-2.70492291137122
NA,-0.873647058823529
