runNum,gaVal,tNum,tType,rt,kp,kpAcc,ret,retAcc
Run12,1.0971620061154914,22,lure,0.678,j,1,CUE2-0,1
Run12,1.0971620061154914,23,nonlure,0.472,j,1,CUE2-0,1
Run12,1.0971620061154914,24,target,0.664,f,1,CUE2-0,1
Run12,1.0971620061154914,25,nonlure,0.662,j,1,CUE2-0,1
Run12,1.0971620061154914,26,nonlure,0.65,j,1,CUE2-0,1
Run12,1.0971620061154914,27,target,0.518,f,1,CUE2-0,1
Run12,1.0971620061154914,28,nonlure,0.658,j,1,CUE2-0,1
Run12,1.0971620061154914,29,lure,0.56,j,1,CUE2-0,1
Run12,1.0971620061154914,30,lure,0.484,j,1,CUE2-0,1
Run12,1.0971620061154914,31,nonlure,0.727,j,1,CUE3-0,1
Run12,1.0971620061154914,32,nonlure,0.622,j,1,CUE3-0,1
Run12,1.0971620061154914,33,lure,0.553,j,1,CUE3-0,1
Run12,1.0971620061154914,34,nonlure,0.639,j,1,STIMULUS30-0,0
Run12,1.0971620061154914,35,nonlure,0.541,j,1,CUE3-0,1
Run12,1.0971620061154914,36,nonlure,1.073,j,1,STIMULUS34-0,0
Run12,1.0971620061154914,37,lure,0.505,j,1,CUE3-0,1
Run12,1.0971620061154914,38,target,0.552,f,1,CUE3-0,1
Run12,1.0971620061154914,39,lure,0.706,j,1,CUE3-0,1
Run12,1.0971620061154914,40,target,0.689,f,1,CUE3-0,1
Run12,1.0971620061154914,41,nonlure,0.66,j,1,CUE4-0,1
Run12,1.0971620061154914,42,nonlure,0.57,j,1,CUE4-0,1
Run12,1.0971620061154914,43,nonlure,0.66,j,1,CUE4-0,1
Run12,1.0971620061154914,44,lure,0.64,j,1,CUE4-0,1
Run12,1.0971620061154914,45,target,0.59,f,1,CUE4-0,1
Run12,1.0971620061154914,46,lure,0.69,j,1,CUE4-0,1
Run12,1.0971620061154914,47,nonlure,0.54,j,1,CUE4-0,1
Run12,1.0971620061154914,48,target,0.54,f,1,CUE4-0,1
Run12,1.0971620061154914,49,nonlure,0.53,j,1,CUE4-0,1
Run12,1.0971620061154914,50,lure,0.7,j,1,CUE4-0,1
Run12,1.0971620061154914,51,target,0.59,f,1,CUE5-0,1
Run12,1.0971620061154914,52,nonlure,1.05,j,1,STIMULUS50-0,0
Run12,1.0971620061154914,53,target,0.65,j,0,STIMULUS51-0,0
Run12,1.0971620061154914,54,nonlure,0.56,j,1,CUE5-0,1
Run12,1.0971620061154914,55,nonlure,0.54,j,1,CUE5-0,1
Run12,1.0971620061154914,56,lure,0.75,j,1,CUE5-0,1
Run12,1.0971620061154914,57,nonlure,0.53,j,1,CUE5-0,1
Run12,1.0971620061154914,58,lure,0.5,j,1,CUE5-0,1
Run12,1.0971620061154914,59,nonlure,0.54,j,1,CUE5-0,1
Run12,1.0971620061154914,60,lure,0.6,j,1,CUE5-0,1
Run12,1.0971620061154914,61,nonlure,0.67,j,1,CUE6-0,1
Run12,1.0971620061154914,62,nonlure,0.555,j,1,CUE6-0,1
Run12,1.0971620061154914,63,target,0.5,f,1,CUE6-0,1
Run12,1.0971620061154914,64,lure,0.54,j,1,CUE6-0,1
Run12,1.0971620061154914,65,target,0.54,f,1,CUE6-0,1
Run12,1.0971620061154914,66,nonlure,0.64,j,1,CUE6-0,1
Run12,1.0971620061154914,67,lure,0.5,j,1,CUE6-0,1
Run12,1.0971620061154914,68,nonlure,0.44,j,1,CUE6-0,1
Run12,1.0971620061154914,69,lure,0.56,j,1,CUE6-0,1
Run12,1.0971620061154914,70,nonlure,0.48,j,1,CUE6-0,1
Run12,1.0971620061154914,71,nonlure,0.47,j,1,CUE7-0,1
Run12,1.0971620061154914,72,nonlure,0.76,j,1,CUE7-0,1
Run12,1.0971620061154914,73,lure,0.64,j,1,CUE7-0,1
Run12,1.0971620061154914,74,nonlure,0.516,j,1,CUE7-0,1
Run12,1.0971620061154914,75,lure,0.45,j,1,CUE7-0,1
Run12,1.0971620061154914,76,target,0.57,f,1,CUE7-0,1
Run12,1.0971620061154914,77,target,0.48,f,1,CUE7-0,1
Run12,1.0971620061154914,78,nonlure,0.555,j,1,CUE7-0,1
Run12,1.0971620061154914,79,nonlure,0.49,j,1,CUE7-0,1
Run12,1.0971620061154914,80,lure,0.46,j,1,CUE7-0,1
Run13,0.7237034158708924,1,nonlure,1.217,j,1,CUE0-0,1
Run13,0.7237034158708924,2,target,0.727,f,1,CUE0-0,1
Run13,0.7237034158708924,3,nonlure,0.691,j,1,CUE0-0,1
Run13,0.7237034158708924,4,nonlure,0.594,j,1,STIMULUS2-0,0
Run13,0.7237034158708924,5,lure,0.661,j,1,CUE0-0,1
Run13,0.7237034158708924,6,target,0.688,f,1,CUE0-0,1
Run13,0.7237034158708924,7,nonlure,0.913,j,1,CUE0-0,1
Run13,0.7237034158708924,8,lure,0.63,f,0,STIMULUS6-0,0
Run13,0.7237034158708924,9,lure,0.726,j,1,CUE0-0,1
Run13,0.7237034158708924,10,nonlure,0.54,j,1,CUE0-0,1
Run13,0.7237034158708924,11,target,0.861,f,1,CUE1-0,1
Run13,0.7237034158708924,12,nonlure,0.883,j,1,CUE1-0,1
Run13,0.7237034158708924,13,nonlure,0.506,j,1,CUE1-0,1
Run13,0.7237034158708924,14,nonlure,0.507,j,1,CUE1-0,1
Run13,0.7237034158708924,15,lure,0.591,j,1,CUE1-0,1
Run13,0.7237034158708924,16,nonlure,0.599,j,1,CUE1-0,1
Run13,0.7237034158708924,17,lure,0.539,j,1,CUE1-0,1
Run13,0.7237034158708924,18,lure,0.521,j,1,CUE1-0,1
Run13,0.7237034158708924,19,target,0.661,f,1,CUE1-0,1
Run13,0.7237034158708924,20,nonlure,0.657,j,1,CUE1-0,1
Run13,0.7237034158708924,21,nonlure,0.776,j,1,CUE2-0,1
Run13,0.7237034158708924,22,lure,0.449,j,1,CUE2-0,1
Run13,0.7237034158708924,23,nonlure,0.826,j,1,CUE1-0,0
Run13,0.7237034158708924,24,target,0.947,f,1,CUE2-0,1
Run13,0.7237034158708924,25,nonlure,0.711,j,1,CUE2-0,1
Run13,0.7237034158708924,26,nonlure,0.476,j,1,CUE2-0,1
Run13,0.7237034158708924,27,target,0.652,f,1,CUE2-0,1
Run13,0.7237034158708924,28,nonlure,0.58,j,1,CUE2-0,1
Run13,0.7237034158708924,29,lure,0.939,j,1,CUE2-0,1
Run13,0.7237034158708924,30,lure,0.592,j,1,CUE2-0,1
Run13,0.7237034158708924,31,nonlure,0.592,j,1,CUE3-0,1
Run13,0.7237034158708924,32,nonlure,0.965,j,1,CUE3-0,1
Run13,0.7237034158708924,33,lure,0.713,j,1,CUE3-0,1
Run13,0.7237034158708924,34,nonlure,0.458,j,1,CUE3-0,1
Run13,0.7237034158708924,35,nonlure,0.696,j,1,STIMULUS31-0,0
Run13,0.7237034158708924,36,nonlure,0.762,j,1,STIMULUS31-0,0
Run13,0.7237034158708924,37,lure,0.517,j,1,CUE3-0,1
Run13,0.7237034158708924,38,target,0.705,f,1,CUE3-0,1
Run13,0.7237034158708924,39,lure,0.51,j,1,CUE3-0,1
Run13,0.7237034158708924,40,target,0.581,f,1,CUE3-0,1
Run13,0.7237034158708924,41,nonlure,1.03,j,1,CUE4-0,1
Run13,0.7237034158708924,42,nonlure,0.8,j,1,CUE4-0,1
Run13,0.7237034158708924,43,nonlure,0.695,j,1,CUE4-0,1
Run13,0.7237034158708924,44,lure,0.48,j,1,CUE4-0,1
Run13,0.7237034158708924,45,target,0.61,f,1,CUE4-0,1
Run13,0.7237034158708924,46,lure,0.71,j,1,CUE4-0,1
Run13,0.7237034158708924,47,nonlure,0.734,j,1,CUE4-0,1
Run13,0.7237034158708924,48,target,0.67,f,1,CUE4-0,1
Run13,0.7237034158708924,49,nonlure,0.79,j,1,CUE4-0,1
Run13,0.7237034158708924,50,lure,0.37,j,1,CUE4-0,1
Run13,0.7237034158708924,51,target,0.77,f,1,CUE5-0,1
Run13,0.7237034158708924,52,nonlure,0.695,j,1,CUE5-0,1
Run13,0.7237034158708924,53,target,0.71,f,1,CUE5-0,1
Run13,0.7237034158708924,54,nonlure,0.6,j,1,CUE5-0,1
Run13,0.7237034158708924,55,nonlure,0.61,j,1,CUE5-0,1
Run13,0.7237034158708924,56,lure,0.66,j,1,CUE5-0,1
Run13,0.7237034158708924,57,nonlure,0.54,j,1,CUE5-0,1
Run13,0.7237034158708924,58,lure,0.51,j,1,CUE5-0,1
Run13,0.7237034158708924,59,nonlure,0.6,j,1,CUE5-0,1
Run13,0.7237034158708924,60,lure,0.6,j,1,CUE5-0,1
Run13,0.7237034158708924,61,nonlure,1.05,j,1,CUE6-0,1
Run13,0.7237034158708924,62,nonlure,0.586,j,1,CUE6-0,1
Run13,0.7237034158708924,63,target,0.734,f,1,CUE6-0,1
Run13,0.7237034158708924,64,lure,0.664,j,1,CUE6-0,1
Run13,0.7237034158708924,65,target,0.66,f,1,CUE6-0,1
Run13,0.7237034158708924,66,nonlure,0.86,j,1,CUE6-0,1
Run13,0.7237034158708924,67,lure,0.65,j,1,STIMULUS62-0,0
Run13,0.7237034158708924,68,nonlure,0.695,j,1,CUE6-0,1
Run13,0.7237034158708924,69,lure,0.484,j,1,CUE6-0,1
Run13,0.7237034158708924,70,nonlure,0.52,j,1,CUE6-0,1
Run13,0.7237034158708924,71,nonlure,0.586,j,1,CUE7-0,1
Run13,0.7237034158708924,72,nonlure,0.625,j,1,CUE7-0,1
Run13,0.7237034158708924,73,lure,0.695,j,1,CUE7-0,1
Run13,0.7237034158708924,74,nonlure,0.45,j,1,CUE7-0,1
Run13,0.7237034158708924,75,lure,0.52,j,1,CUE7-0,1
Run13,0.7237034158708924,76,target,0.78,f,1,CUE7-0,1
Run13,0.7237034158708924,77,target,0.72,f,1,CUE7-0,1
Run13,0.7237034158708924,78,nonlure,0.79,j,1,CUE7-0,1
Run13,0.7237034158708924,79,nonlure,0.555,j,1,CUE7-0,1
Run13,0.7237034158708924,80,lure,0.57,j,1,CUE7-0,1
Run14,1.4730776261864147,1,nonlure,0.595,j,1,CUE0-0,1
Run14,1.4730776261864147,2,target,0.583,f,1,CUE0-0,1
Run14,1.4730776261864147,3,nonlure,0.67,j,1,CUE0-0,1
Run14,1.4730776261864147,4,nonlure,0.469,j,1,CUE0-0,1
Run14,1.4730776261864147,5,lure,0.53,j,1,CUE0-0,1
Run14,1.4730776261864147,6,target,0.603,f,1,CUE0-0,1
Run14,1.4730776261864147,7,nonlure,0.633,j,1,CUE0-0,1
Run14,1.4730776261864147,8,lure,0.492,j,1,CUE0-0,1
Run14,1.4730776261864147,9,lure,0.37,j,1,CUE0-0,1
Run14,1.4730776261864147,10,nonlure,0.588,j,1,CUE0-0,1
Run14,1.4730776261864147,11,target,0.723,f,1,CUE1-0,1
Run14,1.4730776261864147,12,nonlure,0.644,j,1,CUE1-0,1
Run14,1.4730776261864147,13,nonlure,0.411,j,1,CUE1-0,1
Run14,1.4730776261864147,14,nonlure,0.475,j,1,CUE1-0,1
Run14,1.4730776261864147,15,lure,0.518,j,1,CUE1-0,1
Run14,1.4730776261864147,16,nonlure,0.444,j,1,CUE1-0,1
Run14,1.4730776261864147,17,lure,0.422,j,1,CUE1-0,1
Run14,1.4730776261864147,18,lure,0.493,j,1,CUE1-0,1
Run14,1.4730776261864147,19,target,0.619,f,1,CUE1-0,1
Run14,1.4730776261864147,20,nonlure,0.614,j,1,CUE1-0,1
Run14,1.4730776261864147,21,nonlure,0.612,j,1,CUE2-0,1
Run14,1.4730776261864147,22,lure,0.636,j,1,CUE1-0,0
Run14,1.4730776261864147,23,nonlure,0.615,j,1,CUE2-0,1
Run14,1.4730776261864147,24,target,0.534,f,1,CUE2-0,1
Run14,1.4730776261864147,25,nonlure,0.522,j,1,CUE2-0,1
Run14,1.4730776261864147,26,nonlure,0.702,j,1,CUE2-0,1
Run14,1.4730776261864147,27,target,0.526,f,1,CUE2-0,1
Run14,1.4730776261864147,28,nonlure,0.516,j,1,CUE2-0,1
Run14,1.4730776261864147,29,lure,0.528,j,1,CUE2-0,1
Run14,1.4730776261864147,30,lure,0.504,j,1,CUE2-0,1
Run14,1.4730776261864147,31,nonlure,0.501,j,1,CUE3-0,1
Run14,1.4730776261864147,32,nonlure,0.531,j,1,CUE3-0,1
Run14,1.4730776261864147,33,lure,0.457,j,1,CUE3-0,1
Run14,1.4730776261864147,34,nonlure,0.489,j,1,CUE3-0,1
Run14,1.4730776261864147,35,nonlure,0.434,j,1,CUE3-0,1
Run14,1.4730776261864147,36,nonlure,0.639,j,1,CUE3-0,1
Run14,1.4730776261864147,37,lure,0.465,j,1,CUE3-0,1
Run14,1.4730776261864147,38,target,0.568,f,1,CUE3-0,1
Run14,1.4730776261864147,39,lure,0.51,j,1,CUE3-0,1
Run14,1.4730776261864147,40,target,0.483,f,1,CUE3-0,1
Run14,1.4730776261864147,41,nonlure,0.555,j,1,CUE4-0,1
Run14,1.4730776261864147,42,nonlure,0.54,j,1,CUE4-0,1
Run14,1.4730776261864147,43,nonlure,0.57,j,1,CUE4-0,1
Run14,1.4730776261864147,44,lure,0.52,j,1,CUE4-0,1
Run14,1.4730776261864147,45,target,0.52,f,1,CUE4-0,1
Run14,1.4730776261864147,46,lure,0.664,j,1,CUE4-0,1
Run14,1.4730776261864147,47,nonlure,0.45,j,1,CUE4-0,1
Run14,1.4730776261864147,48,target,0.516,f,1,CUE4-0,1
Run14,1.4730776261864147,49,nonlure,0.61,j,1,CUE4-0,1
Run14,1.4730776261864147,50,lure,0.51,j,1,CUE4-0,1
Run14,1.4730776261864147,51,target,0.68,f,1,CUE5-0,1
Run14,1.4730776261864147,52,nonlure,0.62,j,1,CUE5-0,1
Run14,1.4730776261864147,53,target,0.62,f,1,CUE5-0,1
Run14,1.4730776261864147,54,nonlure,0.49,j,1,CUE5-0,1
Run14,1.4730776261864147,55,nonlure,0.445,j,1,CUE5-0,1
Run14,1.4730776261864147,56,lure,0.51,j,1,CUE5-0,1
Run14,1.4730776261864147,57,nonlure,0.49,j,1,CUE5-0,1
Run14,1.4730776261864147,58,lure,0.414,j,1,CUE5-0,1
Run14,1.4730776261864147,59,nonlure,0.49,j,1,CUE5-0,1
Run14,1.4730776261864147,60,lure,0.47,j,1,CUE5-0,1
Run14,1.4730776261864147,61,nonlure,0.5,j,1,CUE6-0,1
Run14,1.4730776261864147,62,nonlure,0.46,j,1,CUE6-0,1
Run14,1.4730776261864147,63,target,0.72,f,1,CUE6-0,1
Run14,1.4730776261864147,64,lure,0.59,j,1,CUE6-0,1
Run14,1.4730776261864147,65,target,0.52,f,1,CUE6-0,1
Run14,1.4730776261864147,66,nonlure,0.61,j,1,CUE6-0,1
Run14,1.4730776261864147,67,lure,0.52,j,1,CUE6-0,1
Run14,1.4730776261864147,68,nonlure,0.46,j,1,CUE6-0,1
Run14,1.4730776261864147,69,lure,0.414,j,1,CUE6-0,1
Run14,1.4730776261864147,70,nonlure,0.43,j,1,CUE6-0,1
Run14,1.4730776261864147,71,nonlure,0.56,j,1,CUE7-0,1
Run14,1.4730776261864147,72,nonlure,0.57,j,1,CUE7-0,1
Run14,1.4730776261864147,73,lure,0.53,j,1,CUE6-0,0
Run14,1.4730776261864147,74,nonlure,0.68,j,1,CUE6-0,0
Run14,1.4730776261864147,75,lure,0.53,j,1,STIMULUS70-0,0
Run14,1.4730776261864147,76,target,0.67,f,1,CUE7-0,1
Run14,1.4730776261864147,77,target,0.7,j,0,CUE6-0,0
Run14,1.4730776261864147,78,nonlure,0.555,j,1,CUE7-0,1
Run14,1.4730776261864147,79,nonlure,0.74,j,1,CUE6-0,0
Run14,1.4730776261864147,80,lure,0.62,j,1,CUE6-0,0
Run15,0.8458091684288402,1,nonlure,0.656,j,1,CUE0-0,1
Run15,0.8458091684288402,2,target,0.732,f,1,CUE0-0,1
Run15,0.8458091684288402,3,nonlure,0.917,j,1,CUE0-0,1
Run15,0.8458091684288402,4,nonlure,0.599,j,1,CUE0-0,1
Run15,0.8458091684288402,5,lure,0.621,j,1,CUE0-0,1
Run15,0.8458091684288402,6,target,0.629,f,1,CUE0-0,1
Run15,0.8458091684288402,7,nonlure,0.687,j,1,CUE0-0,1
Run15,0.8458091684288402,8,lure,0.59,j,1,CUE0-0,1
Run15,0.8458091684288402,9,lure,0.523,j,1,STIMULUS6-0,0
Run15,0.8458091684288402,10,nonlure,0.512,j,1,CUE0-0,1
Run15,0.8458091684288402,11,target,0.705,f,1,CUE1-0,1
Run15,0.8458091684288402,12,nonlure,0.825,j,1,CUE1-0,1
Run15,0.8458091684288402,13,nonlure,0.59,j,1,CUE1-0,1
Run15,0.8458091684288402,14,nonlure,0.613,j,1,CUE1-0,1
Run15,0.8458091684288402,15,lure,0.534,j,1,CUE1-0,1
Run15,0.8458091684288402,16,nonlure,0.489,j,1,CUE1-0,1
Run15,0.8458091684288402,17,lure,0.408,j,1,CUE1-0,1
Run15,0.8458091684288402,18,lure,0.478,j,1,CUE1-0,1
Run15,0.8458091684288402,19,target,0.546,f,1,CUE1-0,1
Run15,0.8458091684288402,20,nonlure,0.572,j,1,CUE1-0,1
Run15,0.8458091684288402,21,nonlure,0.662,j,1,CUE2-0,1
Run15,0.8458091684288402,22,lure,0.593,j,1,CUE2-0,1
Run15,0.8458091684288402,23,nonlure,0.658,j,1,CUE2-0,1
Run15,0.8458091684288402,24,target,0.615,f,1,CUE2-0,1
Run15,0.8458091684288402,25,nonlure,0.656,j,1,CUE2-0,1
Run15,0.8458091684288402,26,nonlure,0.607,j,1,CUE2-0,1
Run15,0.8458091684288402,27,target,0.644,f,1,CUE2-0,1
Run15,0.8458091684288402,28,nonlure,0.606,j,1,CUE2-0,1
Run15,0.8458091684288402,29,lure,0.506,j,1,CUE2-0,1
Run15,0.8458091684288402,30,lure,0.552,j,1,CUE2-0,1
Run15,0.8458091684288402,31,nonlure,0.599,j,1,CUE3-0,1
Run15,0.8458091684288402,32,nonlure,0.715,j,1,CUE3-0,1
Run15,0.8458091684288402,33,lure,0.719,j,1,CUE3-0,1
Run15,0.8458091684288402,34,nonlure,0.8,j,1,STIMULUS31-0,0
Run15,0.8458091684288402,35,nonlure,0.426,j,1,CUE3-0,1
Run15,0.8458091684288402,36,nonlure,0.79,j,1,STIMULUS34-0,0
Run15,0.8458091684288402,37,lure,0.93,j,1,STIMULUS31-0,0
Run15,0.8458091684288402,38,target,0.746,f,1,CUE3-0,1
Run15,0.8458091684288402,39,lure,0.93,j,1,STIMULUS31-0,0
Run15,0.8458091684288402,40,target,0.843,f,1,CUE3-0,1
Run15,0.8458091684288402,41,nonlure,0.805,j,1,CUE4-0,1
Run15,0.8458091684288402,42,nonlure,0.625,j,1,CUE4-0,1
Run15,0.8458091684288402,43,nonlure,0.586,j,1,CUE4-0,1
Run15,0.8458091684288402,44,lure,0.58,j,1,CUE4-0,1
Run15,0.8458091684288402,45,target,0.73,f,1,CUE4-0,1
Run15,0.8458091684288402,46,lure,0.96,j,1,CUE4-0,1
Run15,0.8458091684288402,47,nonlure,0.555,j,1,CUE4-0,1
Run15,0.8458091684288402,48,target,0.55,f,1,CUE4-0,1
Run15,0.8458091684288402,49,nonlure,0.625,j,1,CUE4-0,1
Run15,0.8458091684288402,50,lure,0.51,j,1,CUE4-0,1
Run15,0.8458091684288402,51,target,0.56,f,1,CUE5-0,1
Run15,0.8458091684288402,52,nonlure,0.64,j,1,CUE5-0,1
Run15,0.8458091684288402,53,target,0.88,f,1,CUE5-0,1
Run15,0.8458091684288402,54,nonlure,0.84,j,1,CUE5-0,1
Run15,0.8458091684288402,55,nonlure,0.45,j,1,CUE5-0,1
Run15,0.8458091684288402,56,lure,0.62,j,1,CUE5-0,1
Run15,0.8458091684288402,57,nonlure,0.47,j,1,CUE5-0,1
Run15,0.8458091684288402,58,lure,0.55,j,1,CUE5-0,1
Run15,0.8458091684288402,59,nonlure,0.55,j,1,CUE5-0,1
Run15,0.8458091684288402,60,lure,0.43,j,1,CUE5-0,1
Run15,0.8458091684288402,61,nonlure,0.81,j,1,CUE6-0,1
Run15,0.8458091684288402,62,nonlure,0.63,j,1,CUE6-0,1
Run15,0.8458091684288402,63,target,0.59,f,1,CUE6-0,1
Run15,0.8458091684288402,64,lure,0.62,j,1,CUE6-0,1
Run15,0.8458091684288402,65,target,0.66,j,0,STIMULUS60-0,0
Run15,0.8458091684288402,66,nonlure,0.82,j,1,CUE6-0,1
Run15,0.8458091684288402,67,lure,0.58,j,1,CUE6-0,1
Run15,0.8458091684288402,68,nonlure,0.9,j,1,CUE5-0,0
Run15,0.8458091684288402,69,lure,0.61,j,1,CUE6-0,1
Run15,0.8458091684288402,70,nonlure,0.664,j,1,CUE6-0,1
Run15,0.8458091684288402,71,nonlure,0.58,j,1,CUE7-0,1
Run15,0.8458091684288402,72,nonlure,0.65,j,1,CUE7-0,1
Run15,0.8458091684288402,73,lure,0.664,j,1,CUE7-0,1
Run15,0.8458091684288402,74,nonlure,0.88,j,1,CUE7-0,1
Run15,0.8458091684288402,75,lure,0.734,j,1,CUE7-0,1
Run15,0.8458091684288402,76,target,0.59,f,1,CUE7-0,1
Run15,0.8458091684288402,77,target,0.57,f,1,CUE7-0,1
Run15,0.8458091684288402,78,nonlure,0.6,j,1,CUE7-0,1
Run15,0.8458091684288402,79,nonlure,0.47,j,1,CUE7-0,1
Run15,0.8458091684288402,80,lure,0.484,j,1,CUE7-0,1
Run16,0.4464262039816456,1,nonlure,1.167,j,1,CUE0-0,1
Run16,0.4464262039816456,2,target,0.775,f,1,CUE0-0,1
Run16,0.4464262039816456,3,nonlure,0.976,j,1,STIMULUS1-0,0
Run16,0.4464262039816456,4,nonlure,0.886,j,1,STIMULUS1-0,0
Run16,0.4464262039816456,5,lure,0.759,f,0,STIMULUS3-0,0
Run16,0.4464262039816456,6,target,0.649,f,1,CUE0-0,1
Run16,0.4464262039816456,7,nonlure,0.696,j,1,STIMULUS3-0,0
Run16,0.4464262039816456,8,lure,0.695,j,1,STIMULUS3-0,0
Run16,0.4464262039816456,9,lure,0.75,j,1,STIMULUS3-0,0
Run16,0.4464262039816456,10,nonlure,0.78,j,1,STIMULUS3-0,0
Run16,0.4464262039816456,11,target,0.741,f,1,CUE1-0,1
Run16,0.4464262039816456,12,nonlure,0.912,j,1,CUE1-0,1
Run16,0.4464262039816456,13,nonlure,0.659,j,1,CUE1-0,1
Run16,0.4464262039816456,14,nonlure,0.774,j,1,STIMULUS10-0,0
Run16,0.4464262039816456,15,lure,1.013,j,1,CUE1-0,1
Run16,0.4464262039816456,16,nonlure,0.937,j,1,STIMULUS13-0,0
Run16,0.4464262039816456,17,lure,0.994,f,0,STIMULUS15-0,0
Run16,0.4464262039816456,18,lure,0.743,j,1,STIMULUS15-0,0
Run16,0.4464262039816456,19,target,0.735,j,0,STIMULUS15-0,0
Run16,0.4464262039816456,20,nonlure,0.713,j,1,STIMULUS15-0,0
Run16,0.4464262039816456,21,nonlure,1.054,j,1,CUE2-0,1
Run16,0.4464262039816456,22,lure,0.769,j,1,CUE2-0,1
Run16,0.4464262039816456,23,nonlure,0.805,j,1,STIMULUS20-0,0
Run16,0.4464262039816456,24,target,0.953,f,1,CUE2-0,1
Run16,0.4464262039816456,25,nonlure,0.796,j,1,CUE2-0,1
Run16,0.4464262039816456,26,nonlure,0.653,j,1,CUE2-0,1
Run16,0.4464262039816456,27,target,0.73,f,1,CUE2-0,1
Run16,0.4464262039816456,28,nonlure,0.748,j,1,CUE2-0,1
Run16,0.4464262039816456,29,lure,0.555,j,1,CUE2-0,1
Run16,0.4464262039816456,30,lure,0.538,j,1,CUE2-0,1
Run16,0.4464262039816456,31,nonlure,0.998,j,1,CUE3-0,1
Run16,0.4464262039816456,32,nonlure,0.506,j,1,CUE3-0,1
Run16,0.4464262039816456,33,lure,0.955,j,1,CUE3-0,1
Run16,0.4464262039816456,34,nonlure,0.698,j,1,CUE3-0,1
Run16,0.4464262039816456,35,nonlure,0.657,j,1,CUE3-0,1
Run16,0.4464262039816456,36,nonlure,0.823,j,1,CUE3-0,1
Run16,0.4464262039816456,37,lure,0.762,j,1,CUE3-0,1
Run16,0.4464262039816456,38,target,0.628,f,1,CUE3-0,1
Run16,0.4464262039816456,39,lure,0.784,j,1,CUE3-0,1
Run16,0.4464262039816456,40,target,0.654,f,1,CUE3-0,1
Run16,0.4464262039816456,41,nonlure,0.8,j,1,CUE4-0,1
Run16,0.4464262039816456,42,nonlure,0.58,j,1,CUE4-0,1
Run16,0.4464262039816456,43,nonlure,0.73,j,1,CUE4-0,1
Run16,0.4464262039816456,44,lure,0.96,j,1,CUE4-0,1
Run16,0.4464262039816456,45,target,0.625,f,1,CUE4-0,1
Run16,0.4464262039816456,46,lure,0.7,j,1,CUE4-0,1
Run16,0.4464262039816456,47,nonlure,0.55,j,1,CUE4-0,1
Run16,0.4464262039816456,48,target,0.59,f,1,CUE4-0,1
Run16,0.4464262039816456,49,nonlure,0.7,j,1,CUE4-0,1
Run16,0.4464262039816456,50,lure,0.484,j,1,CUE4-0,1
Run16,0.4464262039816456,51,target,0.78,f,1,CUE5-0,1
Run16,0.4464262039816456,52,nonlure,0.9,j,1,STIMULUS50-0,0
Run16,0.4464262039816456,53,target,0.87,f,1,CUE5-0,1
Run16,0.4464262039816456,54,nonlure,0.85,j,1,CUE5-0,1
Run16,0.4464262039816456,55,nonlure,0.76,j,1,CUE5-0,1
Run16,0.4464262039816456,56,lure,0.56,j,1,CUE5-0,1
Run16,0.4464262039816456,57,nonlure,0.6,j,1,CUE5-0,1
Run16,0.4464262039816456,58,lure,0.52,j,1,CUE5-0,1
Run16,0.4464262039816456,59,nonlure,0.586,j,1,CUE5-0,1
Run16,0.4464262039816456,60,lure,0.61,j,1,CUE5-0,1
Run16,0.4464262039816456,61,nonlure,1.18,j,1,CUE5-0,0
Run16,0.4464262039816456,62,nonlure,0.86,j,1,STIMULUS60-0,0
Run16,0.4464262039816456,63,target,0.77,f,1,CUE6-0,1
Run16,0.4464262039816456,64,lure,0.92,j,1,CUE6-0,1
Run16,0.4464262039816456,65,target,0.74,f,1,CUE6-0,1
Run16,0.4464262039816456,66,nonlure,0.65,j,1,CUE6-0,1
Run16,0.4464262039816456,67,lure,0.55,j,1,CUE6-0,1
Run16,0.4464262039816456,68,nonlure,0.65,j,1,CUE6-0,1
Run16,0.4464262039816456,69,lure,0.71,j,1,CUE6-0,1
Run16,0.4464262039816456,70,nonlure,0.586,j,1,CUE6-0,1
Run16,0.4464262039816456,71,nonlure,0.77,j,1,CUE7-0,1
Run16,0.4464262039816456,72,nonlure,0.82,j,1,STIMULUS70-0,0
Run16,0.4464262039816456,73,lure,0.664,j,1,STIMULUS71-0,0
Run16,0.4464262039816456,74,nonlure,0.734,j,1,STIMULUS70-0,0
Run16,0.4464262039816456,75,lure,0.89,j,1,STIMULUS70-0,0
Run16,0.4464262039816456,76,target,0.66,j,0,STIMULUS70-0,0
Run16,0.4464262039816456,77,target,0.72,j,0,STIMULUS70-0,0
Run16,0.4464262039816456,78,nonlure,0.76,j,1,STIMULUS70-0,0
Run16,0.4464262039816456,79,nonlure,0.7,j,1,STIMULUS70-0,0
Run16,0.4464262039816456,80,lure,1.05,j,1,STIMULUS71-0,0
Run17,0.8585716182172772,1,nonlure,0.803,j,1,CUE0-0,1
Run17,0.8585716182172772,2,target,0.76,f,1,CUE0-0,1
Run17,0.8585716182172772,3,nonlure,0.654,j,1,CUE0-0,1
Run17,0.8585716182172772,4,nonlure,0.632,j,1,CUE0-0,1
Run17,0.8585716182172772,5,lure,0.545,j,1,CUE0-0,1
Run17,0.8585716182172772,6,target,0.597,f,1,CUE0-0,1
Run17,0.8585716182172772,7,nonlure,0.777,j,1,CUE0-0,1
