runNum,gaVal,tNum,tType,rt,kp,kpAcc,ret,retAcc
Run43,0.3893938295740822,26,nonlure,0.902,j,1,STIMULUS20-0,0
Run43,0.3893938295740822,27,target,0.775,f,1,CUE2-0,1
Run43,0.3893938295740822,28,nonlure,0.762,j,1,CUE2-0,1
Run43,0.3893938295740822,29,lure,0.867,j,1,STIMULUS23-0,0
Run43,0.3893938295740822,30,lure,0.57,j,1,CUE2-0,1
Run43,0.3893938295740822,31,nonlure,0.753,j,1,CUE3-0,1
Run43,0.3893938295740822,32,nonlure,0.941,j,1,CUE3-0,1
Run43,0.3893938295740822,33,lure,0.737,j,1,CUE3-0,1
Run43,0.3893938295740822,34,nonlure,0.671,j,1,CUE3-0,1
Run43,0.3893938295740822,35,nonlure,0.589,j,1,CUE3-0,1
Run43,0.3893938295740822,36,nonlure,0.697,j,1,CUE3-0,1
Run43,0.3893938295740822,37,lure,0.485,j,1,CUE3-0,1
Run43,0.3893938295740822,38,target,0.568,f,1,CUE3-0,1
Run43,0.3893938295740822,39,lure,0.659,j,1,CUE3-0,1
Run43,0.3893938295740822,40,target,0.639,f,1,CUE3-0,1
Run43,0.3893938295740822,41,nonlure,0.914,j,1,CUE4-0,1
Run43,0.3893938295740822,42,nonlure,0.94,j,1,STIMULUS40-0,0
Run43,0.3893938295740822,43,nonlure,0.93,j,1,STIMULUS41-0,0
Run43,0.3893938295740822,44,lure,0.84,j,1,STIMULUS40-0,0
Run43,0.3893938295740822,45,target,0.73,f,1,CUE4-0,1
Run43,0.3893938295740822,46,lure,0.734,j,1,STIMULUS41-0,0
Run43,0.3893938295740822,47,nonlure,0.76,j,1,STIMULUS41-0,0
Run43,0.3893938295740822,48,target,0.94,j,0,STIMULUS41-0,0
Run43,0.3893938295740822,49,nonlure,1.01,j,1,STIMULUS41-0,0
Run43,0.3893938295740822,50,lure,0.81,j,1,STIMULUS48-0,0
Run43,0.3893938295740822,51,target,0.9,f,1,CUE5-0,1
Run43,0.3893938295740822,52,nonlure,0.96,j,1,STIMULUS50-0,0
Run43,0.3893938295740822,53,target,0.99,f,1,CUE5-0,1
Run43,0.3893938295740822,54,nonlure,0.93,j,1,STIMULUS50-0,0
Run43,0.3893938295740822,55,nonlure,0.664,j,1,STIMULUS50-0,0
Run43,0.3893938295740822,56,lure,0.59,j,1,CUE5-0,1
Run43,0.3893938295740822,57,nonlure,0.87,j,1,STIMULUS50-0,0
Run43,0.3893938295740822,58,lure,0.63,j,1,CUE5-0,1
Run43,0.3893938295740822,59,nonlure,0.58,j,1,STIMULUS56-0,0
Run43,0.3893938295740822,60,lure,0.586,j,1,STIMULUS50-0,0
Run43,0.3893938295740822,61,nonlure,0.61,j,1,CUE6-0,1
Run43,0.3893938295740822,62,nonlure,0.85,j,1,CUE6-0,1
Run43,0.3893938295740822,63,target,0.7,f,1,CUE6-0,1
Run43,0.3893938295740822,64,lure,0.88,j,1,CUE6-0,1
Run43,0.3893938295740822,65,target,0.99,f,1,CUE6-0,1
Run43,0.3893938295740822,66,nonlure,0.78,j,1,CUE6-0,1
Run43,0.3893938295740822,67,lure,0.68,j,1,CUE6-0,1
Run43,0.3893938295740822,68,nonlure,0.66,j,1,CUE6-0,1
Run43,0.3893938295740822,69,lure,0.7,j,1,CUE6-0,1
Run43,0.3893938295740822,70,nonlure,0.66,j,1,CUE6-0,1
Run43,0.3893938295740822,71,nonlure,0.945,j,1,CUE6-0,0
Run43,0.3893938295740822,72,nonlure,0.96,j,1,STIMULUS70-0,0
Run43,0.3893938295740822,73,lure,1.23,j,1,CUE6-0,0
Run43,0.3893938295740822,74,nonlure,1.125,j,1,CUE7-0,1
Run43,0.3893938295740822,75,lure,0.984,j,1,CUE6-0,0
Run43,0.3893938295740822,76,target,0.77,j,0,STIMULUS70-0,0
Run43,0.3893938295740822,77,target,0.57,j,0,STIMULUS70-0,0
Run43,0.3893938295740822,78,nonlure,0.86,j,1,STIMULUS70-0,0
Run43,0.3893938295740822,79,nonlure,0.96,j,1,STIMULUS77-0,0
Run43,0.3893938295740822,80,lure,0.695,j,1,STIMULUS78-0,0
Run44,1.384114799353532,1,nonlure,0.685,j,1,CUE0-0,1
Run44,1.384114799353532,2,target,0.695,f,1,CUE0-0,1
Run44,1.384114799353532,3,nonlure,0.597,j,1,CUE0-0,1
Run44,1.384114799353532,4,nonlure,0.464,j,1,CUE0-0,1
Run44,1.384114799353532,5,lure,0.481,j,1,CUE0-0,1
Run44,1.384114799353532,6,target,0.55,f,1,CUE0-0,1
Run44,1.384114799353532,7,nonlure,0.529,j,1,CUE0-0,1
Run44,1.384114799353532,8,lure,0.48,j,1,CUE0-0,1
Run44,1.384114799353532,9,lure,0.38,j,1,CUE0-0,1
Run44,1.384114799353532,10,nonlure,0.437,j,1,CUE0-0,1
Run44,1.384114799353532,11,target,0.745,f,1,CUE1-0,1
Run44,1.384114799353532,12,nonlure,0.671,j,1,CUE1-0,1
Run44,1.384114799353532,13,nonlure,0.431,j,1,CUE1-0,1
Run44,1.384114799353532,14,nonlure,0.532,j,1,CUE1-0,1
Run44,1.384114799353532,15,lure,0.421,j,1,CUE1-0,1
Run44,1.384114799353532,16,nonlure,0.634,j,1,CUE1-0,1
Run44,1.384114799353532,17,lure,0.438,j,1,CUE1-0,1
Run44,1.384114799353532,18,lure,0.571,j,1,CUE1-0,1
Run44,1.384114799353532,19,target,0.418,f,1,CUE1-0,1
Run44,1.384114799353532,20,nonlure,0.547,j,1,CUE1-0,1
Run44,1.384114799353532,21,nonlure,0.565,j,1,CUE2-0,1
Run44,1.384114799353532,22,lure,0.511,j,1,CUE2-0,1
Run44,1.384114799353532,23,nonlure,0.603,j,1,CUE2-0,1
Run44,1.384114799353532,24,target,0.521,f,1,CUE2-0,1
Run44,1.384114799353532,25,nonlure,0.523,j,1,CUE2-0,1
Run44,1.384114799353532,26,nonlure,0.44,j,1,CUE2-0,1
Run44,1.384114799353532,27,target,0.507,f,1,CUE2-0,1
Run44,1.384114799353532,28,nonlure,0.677,j,1,CUE2-0,1
Run44,1.384114799353532,29,lure,0.414,j,1,CUE2-0,1
Run44,1.384114799353532,30,lure,0.38,j,1,CUE2-0,1
Run44,1.384114799353532,31,nonlure,0.978,j,1,CUE2-0,0
Run44,1.384114799353532,32,nonlure,0.711,j,1,CUE2-0,0
Run44,1.384114799353532,33,lure,0.619,j,1,CUE3-0,1
Run44,1.384114799353532,34,nonlure,0.751,j,1,CUE2-0,0
Run44,1.384114799353532,35,nonlure,0.525,j,1,CUE3-0,1
Run44,1.384114799353532,36,nonlure,0.697,j,1,CUE3-0,1
Run44,1.384114799353532,37,lure,0.596,j,1,CUE2-0,0
Run44,1.384114799353532,38,target,0.667,f,1,CUE3-0,1
Run44,1.384114799353532,39,lure,0.78,j,1,CUE3-0,1
Run44,1.384114799353532,40,target,0.621,f,1,CUE3-0,1
Run44,1.384114799353532,41,nonlure,0.64,j,1,CUE4-0,1
Run44,1.384114799353532,42,nonlure,0.51,j,1,CUE4-0,1
Run44,1.384114799353532,43,nonlure,0.51,j,1,CUE4-0,1
Run44,1.384114799353532,44,lure,0.56,j,1,CUE4-0,1
Run44,1.384114799353532,45,target,0.484,f,1,CUE4-0,1
Run44,1.384114799353532,46,lure,0.58,j,1,CUE4-0,1
Run44,1.384114799353532,47,nonlure,0.49,j,1,CUE4-0,1
Run44,1.384114799353532,48,target,0.61,f,1,CUE4-0,1
Run44,1.384114799353532,49,nonlure,0.67,j,1,CUE4-0,1
Run44,1.384114799353532,50,lure,0.41,j,1,CUE4-0,1
Run44,1.384114799353532,51,target,0.625,f,1,CUE5-0,1
Run44,1.384114799353532,52,nonlure,0.625,j,1,CUE4-0,0
Run44,1.384114799353532,53,target,0.67,f,1,CUE5-0,1
Run44,1.384114799353532,54,nonlure,0.766,j,1,CUE5-0,1
Run44,1.384114799353532,55,nonlure,0.52,j,1,CUE5-0,1
Run44,1.384114799353532,56,lure,0.52,j,1,CUE5-0,1
Run44,1.384114799353532,57,nonlure,0.56,j,1,CUE5-0,1
Run44,1.384114799353532,58,lure,0.43,j,1,CUE5-0,1
Run44,1.384114799353532,59,nonlure,0.52,j,1,CUE5-0,1
Run44,1.384114799353532,60,lure,0.48,j,1,CUE5-0,1
Run44,1.384114799353532,61,nonlure,0.57,j,1,CUE6-0,1
Run44,1.384114799353532,62,nonlure,0.62,j,1,CUE6-0,1
Run44,1.384114799353532,63,target,0.51,f,1,CUE6-0,1
Run44,1.384114799353532,64,lure,0.75,j,1,CUE6-0,1
Run44,1.384114799353532,65,target,0.71,f,1,CUE6-0,1
Run44,1.384114799353532,66,nonlure,0.62,j,1,CUE6-0,1
Run44,1.384114799353532,67,lure,0.44,j,1,CUE6-0,1
Run44,1.384114799353532,68,nonlure,0.555,j,1,CUE6-0,1
Run44,1.384114799353532,69,lure,0.44,j,1,CUE6-0,1
Run44,1.384114799353532,70,nonlure,0.414,j,1,CUE6-0,1
Run44,1.384114799353532,71,nonlure,0.43,j,1,CUE7-0,1
Run44,1.384114799353532,72,nonlure,0.56,j,1,CUE7-0,1
Run44,1.384114799353532,73,lure,0.44,j,1,CUE7-0,1
Run44,1.384114799353532,74,nonlure,0.48,j,1,CUE7-0,1
Run44,1.384114799353532,75,lure,0.38,j,1,CUE7-0,1
Run44,1.384114799353532,76,target,0.57,f,1,CUE7-0,1
Run44,1.384114799353532,77,target,0.38,f,1,CUE7-0,1
Run44,1.384114799353532,78,nonlure,0.67,j,1,CUE7-0,1
Run44,1.384114799353532,79,nonlure,0.516,j,1,CUE7-0,1
Run44,1.384114799353532,80,lure,0.52,j,1,CUE7-0,1
Run45,0.6677666994299933,1,nonlure,0.806,j,1,CUE0-0,1
Run45,0.6677666994299933,2,target,0.74,f,1,CUE0-0,1
Run45,0.6677666994299933,3,nonlure,0.766,j,1,CUE0-0,1
Run45,0.6677666994299933,4,nonlure,0.546,j,1,CUE0-0,1
Run45,0.6677666994299933,5,lure,1.305,f,0,STIMULUS3-0,0
Run45,0.6677666994299933,6,target,0.673,f,1,CUE0-0,1
Run45,0.6677666994299933,7,nonlure,0.741,j,1,CUE0-0,1
Run45,0.6677666994299933,8,lure,0.576,j,1,CUE0-0,1
Run45,0.6677666994299933,9,lure,0.565,j,1,CUE0-0,1
Run45,0.6677666994299933,10,nonlure,0.475,j,1,CUE0-0,1
Run45,0.6677666994299933,11,target,0.986,f,1,CUE1-0,1
Run45,0.6677666994299933,12,nonlure,0.813,j,1,CUE1-0,1
Run45,0.6677666994299933,13,nonlure,0.605,j,1,CUE1-0,1
Run45,0.6677666994299933,14,nonlure,0.633,j,1,CUE1-0,1
Run45,0.6677666994299933,15,lure,0.63,j,1,CUE1-0,1
Run45,0.6677666994299933,16,nonlure,0.874,j,1,CUE1-0,1
Run45,0.6677666994299933,17,lure,0.646,j,1,CUE1-0,1
Run45,0.6677666994299933,18,lure,0.622,j,1,CUE1-0,1
Run45,0.6677666994299933,19,target,0.777,f,1,CUE1-0,1
Run45,0.6677666994299933,20,nonlure,0.613,j,1,CUE1-0,1
Run45,0.6677666994299933,21,nonlure,0.639,j,1,CUE2-0,1
Run45,0.6677666994299933,22,lure,0.66,j,1,CUE2-0,1
Run45,0.6677666994299933,23,nonlure,0.639,j,1,CUE2-0,1
Run45,0.6677666994299933,24,target,0.725,f,1,CUE2-0,1
Run45,0.6677666994299933,25,nonlure,0.773,j,1,CUE2-0,1
Run45,0.6677666994299933,26,nonlure,0.606,j,1,CUE2-0,1
Run45,0.6677666994299933,27,target,0.635,f,1,CUE2-0,1
Run45,0.6677666994299933,28,nonlure,0.59,j,1,CUE2-0,1
Run45,0.6677666994299933,29,lure,0.633,j,1,CUE2-0,1
Run45,0.6677666994299933,30,lure,0.64,j,1,CUE2-0,1
Run45,0.6677666994299933,31,nonlure,0.893,j,1,CUE3-0,1
Run45,0.6677666994299933,32,nonlure,0.887,j,1,STIMULUS30-0,0
Run45,0.6677666994299933,33,lure,0.675,j,1,CUE3-0,1
Run45,0.6677666994299933,34,nonlure,0.633,j,1,CUE3-0,1
Run45,0.6677666994299933,35,nonlure,0.722,j,1,CUE3-0,1
Run45,0.6677666994299933,36,nonlure,0.625,j,1,CUE3-0,1
Run45,0.6677666994299933,37,lure,0.568,j,1,CUE3-0,1
Run45,0.6677666994299933,38,target,0.646,f,1,CUE3-0,1
Run45,0.6677666994299933,39,lure,0.467,j,1,CUE3-0,1
Run45,0.6677666994299933,40,target,0.746,f,1,CUE3-0,1
Run45,0.6677666994299933,41,nonlure,0.836,j,1,CUE4-0,1
Run45,0.6677666994299933,42,nonlure,0.85,j,1,CUE4-0,1
Run45,0.6677666994299933,43,nonlure,0.86,j,1,CUE4-0,1
Run45,0.6677666994299933,44,lure,0.555,j,1,CUE4-0,1
Run45,0.6677666994299933,45,target,0.57,f,1,CUE4-0,1
Run45,0.6677666994299933,46,lure,0.88,j,1,CUE4-0,1
Run45,0.6677666994299933,47,nonlure,0.67,j,1,CUE4-0,1
Run45,0.6677666994299933,48,target,0.555,f,1,CUE4-0,1
Run45,0.6677666994299933,49,nonlure,1.016,j,1,CUE4-0,1
Run45,0.6677666994299933,50,lure,0.6,j,1,CUE4-0,1
Run45,0.6677666994299933,51,target,0.75,f,1,CUE5-0,1
Run45,0.6677666994299933,52,nonlure,0.88,j,1,CUE5-0,1
Run45,0.6677666994299933,53,target,0.83,f,1,CUE5-0,1
Run45,0.6677666994299933,54,nonlure,0.94,j,1,STIMULUS50-0,0
Run45,0.6677666994299933,55,nonlure,0.484,j,1,STIMULUS53-0,0
Run45,0.6677666994299933,56,lure,0.54,j,1,CUE5-0,1
Run45,0.6677666994299933,57,nonlure,0.86,j,1,STIMULUS53-0,0
Run45,0.6677666994299933,58,lure,0.65,j,1,CUE5-0,1
Run45,0.6677666994299933,59,nonlure,0.6,j,1,CUE5-0,1
Run45,0.6677666994299933,60,lure,0.625,j,1,CUE5-0,1
Run45,0.6677666994299933,61,nonlure,0.55,j,1,CUE6-0,1
Run45,0.6677666994299933,62,nonlure,0.58,j,1,CUE6-0,1
Run45,0.6677666994299933,63,target,0.67,f,1,CUE6-0,1
Run45,0.6677666994299933,64,lure,0.77,j,1,CUE6-0,1
Run45,0.6677666994299933,65,target,0.78,f,1,CUE6-0,1
Run45,0.6677666994299933,66,nonlure,0.55,j,1,CUE6-0,1
Run45,0.6677666994299933,67,lure,0.586,j,1,CUE6-0,1
Run45,0.6677666994299933,68,nonlure,0.44,j,1,CUE6-0,1
Run45,0.6677666994299933,69,lure,0.47,j,1,CUE6-0,1
Run45,0.6677666994299933,70,nonlure,0.64,j,1,CUE6-0,1
Run45,0.6677666994299933,71,nonlure,0.71,j,1,CUE7-0,1
Run45,0.6677666994299933,72,nonlure,1.16,j,1,CUE7-0,1
Run45,0.6677666994299933,73,lure,0.625,j,1,CUE7-0,1
Run45,0.6677666994299933,74,nonlure,0.6,j,1,CUE7-0,1
Run45,0.6677666994299933,75,lure,0.58,j,1,CUE7-0,1
Run45,0.6677666994299933,76,target,0.78,f,1,CUE7-0,1
Run45,0.6677666994299933,77,target,0.46,f,1,CUE7-0,1
Run45,0.6677666994299933,78,nonlure,0.69,j,1,CUE7-0,1
Run45,0.6677666994299933,79,nonlure,0.516,j,1,CUE7-0,1
Run45,0.6677666994299933,80,lure,0.46,j,1,CUE7-0,1
Run46,0.9510612792779086,1,nonlure,0.756,j,1,CUE0-0,1
Run46,0.9510612792779086,2,target,0.609,f,1,CUE0-0,1
Run46,0.9510612792779086,3,nonlure,0.698,j,1,CUE0-0,1
Run46,0.9510612792779086,4,nonlure,0.575,j,1,CUE0-0,1
Run46,0.9510612792779086,5,lure,0.516,j,1,CUE0-0,1
Run46,0.9510612792779086,6,target,0.59,f,1,CUE0-0,1
Run46,0.9510612792779086,7,nonlure,0.634,j,1,CUE0-0,1
Run46,0.9510612792779086,8,lure,0.449,j,1,CUE0-0,1
Run46,0.9510612792779086,9,lure,0.521,j,1,CUE0-0,1
Run46,0.9510612792779086,10,nonlure,0.466,j,1,CUE0-0,1
Run46,0.9510612792779086,11,target,0.817,f,1,CUE1-0,1
Run46,0.9510612792779086,12,nonlure,0.76,j,1,CUE1-0,1
Run46,0.9510612792779086,13,nonlure,0.513,j,1,CUE1-0,1
Run46,0.9510612792779086,14,nonlure,0.741,j,1,CUE1-0,1
Run46,0.9510612792779086,15,lure,0.627,j,1,CUE1-0,1
Run46,0.9510612792779086,16,nonlure,0.523,j,1,CUE1-0,1
Run46,0.9510612792779086,17,lure,0.631,j,1,CUE1-0,1
Run46,0.9510612792779086,18,lure,0.591,j,1,CUE1-0,1
Run46,0.9510612792779086,19,target,0.677,f,1,CUE1-0,1
Run46,0.9510612792779086,20,nonlure,0.556,j,1,CUE1-0,1
Run46,0.9510612792779086,21,nonlure,0.67,j,1,CUE2-0,1
Run46,0.9510612792779086,22,lure,0.649,j,1,CUE2-0,1
Run46,0.9510612792779086,23,nonlure,0.861,j,1,CUE2-0,1
Run46,0.9510612792779086,24,target,0.577,f,1,CUE2-0,1
Run46,0.9510612792779086,25,nonlure,0.693,j,1,CUE2-0,1
Run46,0.9510612792779086,26,nonlure,0.456,j,1,CUE2-0,1
Run46,0.9510612792779086,27,target,0.617,f,1,CUE2-0,1
Run46,0.9510612792779086,28,nonlure,0.763,j,1,CUE2-0,1
Run46,0.9510612792779086,29,lure,0.581,j,1,CUE2-0,1
Run46,0.9510612792779086,30,lure,0.497,j,1,CUE2-0,1
Run46,0.9510612792779086,31,nonlure,0.875,j,1,CUE3-0,1
Run46,0.9510612792779086,32,nonlure,0.787,j,1,CUE3-0,1
Run46,0.9510612792779086,33,lure,0.625,j,1,CUE3-0,1
Run46,0.9510612792779086,34,nonlure,0.581,j,1,CUE3-0,1
Run46,0.9510612792779086,35,nonlure,0.568,j,1,CUE3-0,1
Run46,0.9510612792779086,36,nonlure,0.653,j,1,CUE3-0,1
Run46,0.9510612792779086,37,lure,0.738,j,1,CUE3-0,1
Run46,0.9510612792779086,38,target,0.621,f,1,CUE3-0,1
Run46,0.9510612792779086,39,lure,0.766,j,1,CUE3-0,1
Run46,0.9510612792779086,40,target,0.607,f,1,CUE3-0,1
Run46,0.9510612792779086,41,nonlure,0.69,j,1,CUE4-0,1
Run46,0.9510612792779086,42,nonlure,0.7,j,1,CUE4-0,1
Run46,0.9510612792779086,43,nonlure,0.66,j,1,CUE4-0,1
Run46,0.9510612792779086,44,lure,0.65,j,1,CUE4-0,1
Run46,0.9510612792779086,45,target,0.625,f,1,CUE4-0,1
Run46,0.9510612792779086,46,lure,0.67,j,1,CUE4-0,1
Run46,0.9510612792779086,47,nonlure,0.484,j,1,CUE4-0,1
Run46,0.9510612792779086,48,target,0.63,f,1,CUE4-0,1
Run46,0.9510612792779086,49,nonlure,0.59,j,1,CUE4-0,1
Run46,0.9510612792779086,50,lure,0.55,j,1,CUE4-0,1
Run46,0.9510612792779086,51,target,0.766,f,1,CUE5-0,1
Run46,0.9510612792779086,52,nonlure,0.93,j,1,CUE5-0,1
Run46,0.9510612792779086,53,target,0.83,f,1,CUE5-0,1
Run46,0.9510612792779086,54,nonlure,0.76,j,1,CUE5-0,1
Run46,0.9510612792779086,55,nonlure,0.52,j,1,CUE5-0,1
Run46,0.9510612792779086,56,lure,0.516,j,1,CUE5-0,1
Run46,0.9510612792779086,57,nonlure,0.586,j,1,CUE5-0,1
Run46,0.9510612792779086,58,lure,0.45,j,1,CUE5-0,1
Run46,0.9510612792779086,59,nonlure,0.55,j,1,CUE5-0,1
Run46,0.9510612792779086,60,lure,0.43,j,1,CUE5-0,1
Run46,0.9510612792779086,61,nonlure,0.54,j,1,CUE6-0,1
Run46,0.9510612792779086,62,nonlure,0.86,j,1,CUE6-0,1
Run46,0.9510612792779086,63,target,0.58,f,1,CUE6-0,1
Run46,0.9510612792779086,64,lure,1.05,j,1,CUE6-0,1
Run46,0.9510612792779086,65,target,0.695,f,1,CUE6-0,1
Run46,0.9510612792779086,66,nonlure,0.69,j,1,CUE6-0,1
Run46,0.9510612792779086,67,lure,0.5,j,1,CUE6-0,1
Run46,0.9510612792779086,68,nonlure,0.66,j,1,CUE6-0,1
Run46,0.9510612792779086,69,lure,0.5,j,1,CUE6-0,1
Run46,0.9510612792779086,70,nonlure,0.48,j,1,CUE6-0,1
Run46,0.9510612792779086,71,nonlure,0.555,j,1,CUE7-0,1
Run46,0.9510612792779086,72,nonlure,0.695,j,1,CUE7-0,1
Run46,0.9510612792779086,73,lure,0.53,j,1,CUE7-0,1
Run46,0.9510612792779086,74,nonlure,0.56,j,1,CUE7-0,1
Run46,0.9510612792779086,75,lure,0.66,j,1,STIMULUS70-0,0
Run46,0.9510612792779086,76,target,0.625,f,1,CUE7-0,1
Run46,0.9510612792779086,77,target,0.44,f,1,CUE7-0,1
Run46,0.9510612792779086,78,nonlure,0.766,j,1,CUE7-0,1
Run46,0.9510612792779086,79,nonlure,0.58,j,1,CUE7-0,1
Run46,0.9510612792779086,80,lure,0.6,j,1,CUE7-0,1
Run47,0.9542162324672938,1,nonlure,0.808,j,1,CUE0-0,1
Run47,0.9542162324672938,2,target,0.791,f,1,CUE0-0,1
Run47,0.9542162324672938,3,nonlure,0.691,j,1,CUE0-0,1
Run47,0.9542162324672938,4,nonlure,0.603,j,1,CUE0-0,1
Run47,0.9542162324672938,5,lure,0.505,j,1,CUE0-0,1
Run47,0.9542162324672938,6,target,0.598,f,1,CUE0-0,1
Run47,0.9542162324672938,7,nonlure,0.646,j,1,CUE0-0,1
Run47,0.9542162324672938,8,lure,0.515,j,1,CUE0-0,1
Run47,0.9542162324672938,9,lure,0.533,j,1,CUE0-0,1
Run47,0.9542162324672938,10,nonlure,0.441,j,1,CUE0-0,1
Run47,0.9542162324672938,11,target,0.735,f,1,CUE1-0,1
Run47,0.9542162324672938,12,nonlure,0.78,j,1,STIMULUS10-0,0
Run47,0.9542162324672938,13,nonlure,0.612,j,1,CUE1-0,1
Run47,0.9542162324672938,14,nonlure,0.627,j,1,CUE1-0,1
Run47,0.9542162324672938,15,lure,0.608,j,1,CUE1-0,1
Run47,0.9542162324672938,16,nonlure,0.666,j,1,CUE1-0,1
Run47,0.9542162324672938,17,lure,0.644,j,1,CUE1-0,1
Run47,0.9542162324672938,18,lure,0.741,j,1,CUE1-0,1
Run47,0.9542162324672938,19,target,0.677,f,1,CUE1-0,1
Run47,0.9542162324672938,20,nonlure,0.588,j,1,CUE1-0,1
Run47,0.9542162324672938,21,nonlure,0.573,j,1,CUE2-0,1
Run47,0.9542162324672938,22,lure,0.803,j,1,CUE2-0,1
Run47,0.9542162324672938,23,nonlure,0.664,j,1,CUE2-0,1
Run47,0.9542162324672938,24,target,0.5,f,1,CUE2-0,1
Run47,0.9542162324672938,25,nonlure,0.66,j,1,CUE2-0,1
Run47,0.9542162324672938,26,nonlure,0.501,j,1,CUE2-0,1
Run47,0.9542162324672938,27,target,0.641,f,1,CUE2-0,1
Run47,0.9542162324672938,28,nonlure,0.575,j,1,CUE2-0,1
Run47,0.9542162324672938,29,lure,0.49,j,1,CUE2-0,1
Run47,0.9542162324672938,30,lure,0.452,j,1,CUE2-0,1
Run47,0.9542162324672938,31,nonlure,0.548,j,1,CUE3-0,1
Run47,0.9542162324672938,32,nonlure,0.716,j,1,CUE3-0,1
Run47,0.9542162324672938,33,lure,0.712,j,1,CUE3-0,1
Run47,0.9542162324672938,34,nonlure,0.54,j,1,CUE3-0,1
Run47,0.9542162324672938,35,nonlure,0.613,j,1,CUE3-0,1
Run47,0.9542162324672938,36,nonlure,0.585,j,1,CUE3-0,1
Run47,0.9542162324672938,37,lure,0.453,j,1,CUE3-0,1
Run47,0.9542162324672938,38,target,0.571,f,1,CUE3-0,1
Run47,0.9542162324672938,39,lure,0.501,j,1,CUE3-0,1
Run47,0.9542162324672938,40,target,0.608,f,1,CUE3-0,1
Run47,0.9542162324672938,41,nonlure,0.66,j,1,CUE4-0,1
Run47,0.9542162324672938,42,nonlure,0.664,j,1,CUE4-0,1
Run47,0.9542162324672938,43,nonlure,0.695,j,1,CUE4-0,1
Run47,0.9542162324672938,44,lure,0.72,j,1,CUE4-0,1
Run47,0.9542162324672938,45,target,0.61,f,1,CUE4-0,1
Run47,0.9542162324672938,46,lure,0.6,j,1,CUE4-0,1
Run47,0.9542162324672938,47,nonlure,0.484,j,1,CUE4-0,1
Run47,0.9542162324672938,48,target,0.52,f,1,CUE4-0,1
Run47,0.9542162324672938,49,nonlure,0.55,j,1,CUE4-0,1
Run47,0.9542162324672938,50,lure,0.52,j,1,CUE4-0,1
Run47,0.9542162324672938,51,target,0.664,f,1,CUE5-0,1
Run47,0.9542162324672938,52,nonlure,0.7,j,1,CUE5-0,1
Run47,0.9542162324672938,53,target,0.875,f,1,CUE5-0,1
Run47,0.9542162324672938,54,nonlure,0.69,j,1,CUE5-0,1
Run47,0.9542162324672938,55,nonlure,0.6,j,1,CUE5-0,1
Run47,0.9542162324672938,56,lure,0.62,j,1,CUE5-0,1
Run47,0.9542162324672938,57,nonlure,0.61,j,1,CUE5-0,1
Run47,0.9542162324672938,58,lure,0.56,j,1,CUE5-0,1
Run47,0.9542162324672938,59,nonlure,0.51,j,1,CUE5-0,1
Run47,0.9542162324672938,60,lure,0.47,j,1,CUE5-0,1
Run47,0.9542162324672938,61,nonlure,0.61,j,1,CUE6-0,1
Run47,0.9542162324672938,62,nonlure,0.625,j,1,CUE6-0,1
Run47,0.9542162324672938,63,target,0.695,f,1,CUE6-0,1
Run47,0.9542162324672938,64,lure,0.7,j,1,CUE6-0,1
Run47,0.9542162324672938,65,target,0.67,f,1,CUE6-0,1
Run47,0.9542162324672938,66,nonlure,0.61,j,1,CUE6-0,1
Run47,0.9542162324672938,67,lure,0.58,j,1,CUE6-0,1
Run47,0.9542162324672938,68,nonlure,0.44,j,1,CUE6-0,1
Run47,0.9542162324672938,69,lure,0.54,j,1,CUE6-0,1
Run47,0.9542162324672938,70,nonlure,0.61,j,1,CUE6-0,1
Run47,0.9542162324672938,71,nonlure,0.47,j,1,CUE7-0,1
Run47,0.9542162324672938,72,nonlure,0.625,j,1,CUE7-0,1
Run47,0.9542162324672938,73,lure,0.586,j,1,CUE7-0,1
Run47,0.9542162324672938,74,nonlure,0.57,j,1,CUE7-0,1
Run47,0.9542162324672938,75,lure,0.49,j,1,CUE7-0,1
Run47,0.9542162324672938,76,target,0.516,f,1,CUE7-0,1
Run47,0.9542162324672938,77,target,0.55,f,1,CUE7-0,1
Run47,0.9542162324672938,78,nonlure,0.586,j,1,CUE7-0,1
Run47,0.9542162324672938,79,nonlure,0.54,j,1,CUE7-0,1
Run47,0.9542162324672938,80,lure,0.516,j,1,CUE7-0,1
Run48,1.030151685799577,1,nonlure,1.04,j,1,CUE0-0,1
Run48,1.030151685799577,2,target,0.633,f,1,CUE0-0,1
Run48,1.030151685799577,3,nonlure,0.637,j,1,CUE0-0,1
Run48,1.030151685799577,4,nonlure,0.556,j,1,CUE0-0,1
Run48,1.030151685799577,5,lure,0.485,j,1,CUE0-0,1
Run48,1.030151685799577,6,target,0.526,f,1,CUE0-0,1
Run48,1.030151685799577,7,nonlure,0.567,j,1,CUE0-0,1
Run48,1.030151685799577,8,lure,0.528,j,1,CUE0-0,1
Run48,1.030151685799577,9,lure,0.68,j,1,CUE0-0,1
Run48,1.030151685799577,10,nonlure,0.534,j,1,CUE0-0,1
Run48,1.030151685799577,11,target,0.576,j,0,CUE0-0,0
Run48,1.030151685799577,12,nonlure,0.622,j,1,CUE1-0,1
Run48,1.030151685799577,13,nonlure,0.726,j,1,CUE0-0,0
Run48,1.030151685799577,14,nonlure,0.741,j,1,STIMULUS12-0,0
Run48,1.030151685799577,15,lure,0.581,j,1,CUE1-0,1
